id,title,description,severity,status,created_at,updated_at,resolved_at,affected_services,assignee,category
INC382,Database replica lag critical,Database replica lag critical affecting production environment with sporadic failures,low,investigating,2026-01-17T17:41:56.376226,,,product-service|ci-cd,observability-team,Database
INC383,Container registry unavailable,Container registry unavailable affecting production environment,low,open,2026-01-16T23:58:56.376226,,,kubernetes|database,payments-team,Infrastructure
INC384,Payment service 500 errors,Payment service 500 errors affecting production environment with consistent failures,medium,investigating,2026-01-10T19:58:56.376226,,,reporting-service,observability-team,Payments
INC385,Container registry unavailable,Container registry unavailable affecting production environment,medium,open,2026-01-14T09:17:56.376226,,,oauth-provider|api-gateway|kubernetes,identity-team,Infrastructure
INC386,Rate limiting misconfiguration,Rate limiting misconfiguration affecting production environment,critical,investigating,2026-01-12T20:01:56.376226,,,auth-service|load-balancer|api-gateway,devops-team,Application
INC387,Certificate authority unreachable,Certificate authority unreachable affecting production environment with sporadic failures,medium,resolved,2026-01-17T08:47:56.376226,2026-01-18T09:39:56.376226,2026-01-17T10:02:56.376226,load-balancer,platform-team,Security
INC388,Rate limiting misconfiguration,Rate limiting misconfiguration affecting production environment,critical,resolved,2026-01-07T22:14:56.376226,2026-01-09T17:28:56.376226,2026-01-08T02:26:56.376226,search-service,infra-team,Application
INC389,Third-party OAuth provider timeout,Third-party OAuth provider timeout affecting production environment with consistent failures,low,open,2026-01-20T23:57:56.376226,,,load-balancer,search-team,Security
INC390,Memory leak in cache service,Memory leak in cache service affecting production environment with intermittent failures,low,investigating,2026-01-10T09:18:56.376226,,,fluentd,infra-team,Application
INC391,Memory leak in logging service,Memory leak in logging service affecting production environment,low,investigating,2026-01-14T16:03:56.376226,,,payment-service|database|auth-service,dba-team,Application
INC392,API response latency spike,API response latency spike affecting production environment with consistent failures,critical,resolved,2026-01-18T12:37:56.376226,2026-01-20T12:29:56.376226,2026-01-18T15:24:56.376226,order-service,search-team,Network
INC393,Certificate authority unreachable,Certificate authority unreachable affecting production environment with consistent failures,critical,resolved,2026-01-19T01:43:56.376226,2026-01-20T04:04:56.376226,2026-01-22T01:43:56.376226,oauth-provider|rate-limiter,payments-team,Security
INC394,SSL certificate expiration warning,SSL certificate expiration warning affecting production environment,high,resolved,2026-01-15T05:11:56.376226,2026-01-17T06:10:56.376226,2026-01-16T04:16:56.376226,container-registry|notification-service|fulfillment-service,security-team,Security
INC395,Message queue backlog growing,Message queue backlog growing affecting production environment with intermittent failures,medium,resolved,2026-01-15T17:06:56.376226,2026-01-16T14:51:56.376226,2026-01-16T01:49:56.376226,logging-service,infra-team,Monitoring
INC396,Network latency to database region,Network latency to database region affecting production environment with sporadic failures,critical,resolved,2026-01-11T08:17:56.376226,2026-01-11T09:50:56.376226,2026-01-11T22:34:56.376226,auth-service,search-team,Database
INC397,SSL certificate expiration warning,SSL certificate expiration warning affecting production environment,low,open,2026-01-10T23:44:56.376226,,,cache-service|payment-service|load-balancer,ops-team,Security
INC398,Third-party OAuth provider timeout,Third-party OAuth provider timeout affecting production environment,low,investigating,2026-01-20T08:32:56.376226,,,kubernetes|ci-cd|elasticsearch,dba-team,Security
INC399,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment with sporadic failures,critical,resolved,2026-01-18T04:10:56.376226,2026-01-19T23:13:56.376226,2026-01-18T08:00:56.376226,cdn|frontend,observability-team,Monitoring
INC400,Database replica lag critical,Database replica lag critical affecting production environment with intermittent failures,low,resolved,2026-01-11T01:05:56.376226,2026-01-12T06:58:56.376226,2026-01-11T02:18:56.376226,container-registry,observability-team,Database
INC401,Message queue backlog growing,Message queue backlog growing affecting production environment with sporadic failures,medium,resolved,2026-01-10T03:54:56.376226,2026-01-10T16:37:56.376226,2026-01-10T14:28:56.376226,checkout-service,payments-team,Monitoring
INC402,Disk space critical on order nodes,Disk space critical on order nodes affecting production environment,critical,investigating,2026-01-16T02:26:56.376226,,,oauth-provider|fluentd,payments-team,Storage
INC403,API response latency spike,API response latency spike affecting production environment,high,resolved,2026-01-07T15:05:56.376226,2026-01-09T10:24:56.376226,2026-01-07T20:35:56.376226,rate-limiter|rabbitmq,dba-team,Network
INC404,Message queue backlog growing,Message queue backlog growing affecting production environment,high,resolved,2026-01-09T23:59:56.376226,2026-01-10T05:49:56.376226,2026-01-10T01:27:56.376226,checkout-service|frontend|reporting-service,dba-team,Monitoring
INC405,Container registry unavailable,Container registry unavailable affecting production environment,medium,open,2026-01-17T04:47:56.376226,,,session-service|notification-service,devops-team,Infrastructure
INC406,Disk space critical on database nodes,Disk space critical on database nodes affecting production environment with sporadic failures,low,open,2026-01-17T05:54:56.376226,,,container-registry,devops-team,Database
INC407,Certificate authority unreachable,Certificate authority unreachable affecting production environment,low,resolved,2026-01-21T04:50:56.376226,2026-01-21T13:14:56.376226,2026-01-21T07:07:56.376226,reporting-service|elasticsearch,security-team,Security
INC408,Database connection timeout,Database connection timeout affecting production environment with consistent failures,critical,investigating,2026-01-21T14:38:56.376226,,,read-replica|api-gateway,api-team,Database
INC409,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment with sporadic failures,low,resolved,2026-01-08T01:08:56.376226,2026-01-09T18:57:56.376226,2026-01-08T05:33:56.376226,kubernetes,observability-team,Infrastructure
INC410,Log aggregation pipeline broken,Log aggregation pipeline broken affecting production environment with intermittent failures,critical,investigating,2026-01-16T22:27:56.376226,,,fluentd|search-service,ops-team,Monitoring
INC411,Payment service 500 errors,Payment service 500 errors affecting production environment,medium,investigating,2026-01-14T21:02:56.376226,,,cache-service,search-team,Payments
INC412,Container registry unavailable,Container registry unavailable affecting production environment,critical,investigating,2026-01-08T11:26:56.376226,,,elasticsearch|fulfillment-service|api-gateway,devops-team,Infrastructure
INC413,API response latency spike,API response latency spike affecting production environment with intermittent failures,high,resolved,2026-01-08T04:16:56.376226,2026-01-10T00:35:56.376226,2026-01-08T05:10:56.376226,api-gateway|session-service|logging-service,identity-team,Network
INC414,Container registry unavailable,Container registry unavailable affecting production environment,low,investigating,2026-01-09T11:40:56.376226,,,elasticsearch,search-team,Infrastructure
INC415,Network latency to session region,Network latency to session region affecting production environment with intermittent failures,high,resolved,2026-01-21T18:07:56.376226,2026-01-22T18:07:56.376226,2026-01-22T00:04:56.376226,kubernetes|reporting-service|payment-service,api-team,Network
INC416,API response latency spike,API response latency spike affecting production environment,critical,investigating,2026-01-10T18:13:56.376226,,,product-service|notification-service|frontend,observability-team,Network
INC417,Disk space critical on payment nodes,Disk space critical on payment nodes affecting production environment,medium,resolved,2026-01-20T02:38:56.376226,2026-01-20T10:49:56.376226,2026-01-20T05:31:56.376226,rate-limiter|rabbitmq|kubernetes,ops-team,Storage
INC418,Network latency to oauth-provider region,Network latency to oauth-provider region affecting production environment with intermittent failures,high,resolved,2026-01-08T02:32:56.376226,2026-01-08T16:18:56.376226,2026-01-08T05:55:56.376226,database|search-service|product-service,payments-team,Network
INC419,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment,low,open,2026-01-12T09:54:56.376226,,,fulfillment-service|ci-cd,security-team,Monitoring
INC420,Service mesh configuration error,Service mesh configuration error affecting production environment,high,investigating,2026-01-12T23:26:56.376226,,,email-service|rate-limiter,platform-team,Infrastructure
