incident_id,ticket_id,type,resolution,description,source,similarity_score,resolved_by_team
INC567,SNOW568,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 13 to 48 consumers. Backlog cleared in 10 hours.,,servicenow,0.71,dba-team
INC568,SNOW569,similar_incident,Scaled up 20 instances from 36 to 4 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 4s to gatewayms average.,,servicenow,0.79,infra-team
INC568,SNOW570,similar_incident,Increased connection pool size from 6 to 96 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.7,infra-team
INC569,JIRA-539,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.7,api-team
INC570,JIRA-540,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.75,search-team
INC570,SNOW571,similar_incident,Restarted 9 pods and cleared corrupted cache layer,,servicenow,0.71,observability-team
INC571,JIRA-541,similar_incident,Implemented 7 for automatic failover. Configured 39-node cluster with quorum of 8. Tested failover scenarios successfully.,,jira,0.94,api-team
INC571,SNOW572,related_change,,Fluentd configuration update for new log format,servicenow,,ops-team
INC571,SNOW573,similar_incident,Restarted 17 pods and cleared corrupted cache layer,,servicenow,0.81,devops-team
INC572,SNOW574,similar_incident,Manually purged CDN cache and verified asset propagation,,servicenow,0.69,api-team
INC573,SNOW575,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 11 to 63 consumers. Backlog cleared in 6 hours.,,servicenow,0.9,platform-team
INC574,SNOW576,similar_incident,Implemented 15 for automatic failover. Configured 96-node cluster with quorum of 9. Tested failover scenarios successfully.,,servicenow,0.65,devops-team
INC574,JIRA-542,similar_incident,Implemented 10 for automatic failover. Configured 77-node cluster with quorum of 5. Tested failover scenarios successfully.,,jira,0.83,ops-team
INC575,SNOW577,similar_incident,Restarted 16 pods and cleared corrupted cache layer,,servicenow,0.83,platform-team
INC576,SNOW578,similar_incident,Rolled back to previous 17 version to restore functionality,,servicenow,0.77,payments-team
INC576,SNOW579,related_change,,Database migration completed last week,servicenow,,ops-team
INC577,JIRA-543,similar_incident,Rolled back to previous 18 version to restore functionality,,jira,0.89,devops-team
INC577,JIRA-544,similar_incident,Rolled back to previous 17 version to restore functionality,,jira,0.76,search-team
INC578,JIRA-545,similar_incident,Restarted 12 pods and cleared corrupted cache layer,,jira,0.7,payments-team
INC578,SNOW580,similar_incident,Rolled back to previous 18 version to restore functionality,,servicenow,0.89,security-team
INC578,JIRA-546,related_change,,Added backup OAuth provider configuration,jira,,dba-team
INC579,SNOW581,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 14 minutes.,,servicenow,0.71,infra-team
INC580,JIRA-547,similar_incident,Fixed 10 timeout by increasing connection timeout to 82s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.77,observability-team
INC580,JIRA-548,related_change,,Payment provider SDK upgrade deployed yesterday,jira,,devops-team
INC580,SNOW582,related_change,,Redis cluster scaling performed last week,servicenow,,observability-team
INC581,SNOW583,similar_incident,Manually purged CDN cache and verified asset propagation,,servicenow,0.93,identity-team
INC581,SNOW584,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 20 minutes.,,servicenow,0.79,payments-team
INC581,SNOW585,related_change,,Rate limiting threshold adjustment for new API tier,servicenow,,devops-team
INC582,SNOW586,similar_incident,Implemented 8 for automatic failover. Configured 61-node cluster with quorum of 6. Tested failover scenarios successfully.,,servicenow,0.81,observability-team
INC582,JIRA-549,similar_incident,Scaled up 15 instances from 55 to 10 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 2s to APIms average.,,jira,0.7,infra-team
INC583,JIRA-550,similar_incident,Increased connection pool size from 5 to 30 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.85,observability-team
INC584,JIRA-551,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 9 to 38 consumers. Backlog cleared in 6 hours.,,jira,0.88,payments-team
INC584,SNOW587,similar_incident,Implemented 8 for automatic failover. Configured 32-node cluster with quorum of 5. Tested failover scenarios successfully.,,servicenow,0.75,search-team
INC584,JIRA-552,similar_incident,Increased connection pool size from 18 to 71 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.74,api-team
INC585,JIRA-553,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.95,search-team
INC586,SNOW588,similar_incident,Increased connection pool size from 10 to 59 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.94,dba-team
INC586,JIRA-554,related_change,,Added backup OAuth provider configuration,jira,,identity-team
INC586,SNOW589,related_change,,CDN configuration update for cache TTL,servicenow,,devops-team
INC587,JIRA-555,similar_incident,Fixed 6 timeout by increasing connection timeout to 77s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.68,security-team
INC587,JIRA-556,similar_incident,Increased connection pool size from 19 to 82 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.83,dba-team
INC587,JIRA-557,similar_incident,Implemented 5 for automatic failover. Configured 69-node cluster with quorum of 5. Tested failover scenarios successfully.,,jira,0.69,observability-team
INC588,JIRA-558,similar_incident,Rolled back to previous 7 version to restore functionality,,jira,0.68,dba-team
INC589,JIRA-559,similar_incident,Restarted 20 pods and cleared corrupted cache layer,,jira,0.67,dba-team
INC590,SNOW590,similar_incident,Manually purged CDN cache and verified asset propagation,,servicenow,0.89,api-team
INC590,SNOW591,similar_incident,Fixed 15 timeout by increasing connection timeout to 39s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.72,identity-team
INC591,SNOW592,similar_incident,Implemented 10 for automatic failover. Configured 67-node cluster with quorum of 6. Tested failover scenarios successfully.,,servicenow,0.82,payments-team
INC592,JIRA-560,similar_incident,Restarted 18 pods and cleared corrupted cache layer,,jira,0.89,ops-team
INC593,SNOW593,similar_incident,Increased connection pool size from 20 to 82 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.89,platform-team
INC593,SNOW594,related_change,,Deployed new database version with performance improvements,servicenow,,security-team
INC594,SNOW595,similar_incident,Fixed 16 timeout by increasing connection timeout to 40s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.95,dba-team
INC594,SNOW596,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.9,security-team
INC594,SNOW597,related_change,,Node capacity upgrade scheduled for maintenance window,servicenow,,ops-team
INC595,SNOW598,similar_incident,Scaled up 15 instances from 87 to 6 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 3s to APIms average.,,servicenow,0.86,dba-team
INC595,SNOW599,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 6 to 92 consumers. Backlog cleared in 9 hours.,,servicenow,0.65,security-team
INC595,SNOW600,similar_incident,Implemented 15 for automatic failover. Configured 69-node cluster with quorum of 3. Tested failover scenarios successfully.,,servicenow,0.96,payments-team
INC596,SNOW601,similar_incident,Fixed 7 timeout by increasing connection timeout to 99s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.77,api-team
INC597,SNOW602,similar_incident,Rolled back to previous 16 version to restore functionality,,servicenow,0.95,security-team
INC598,SNOW603,similar_incident,Restarted 5 pods and cleared corrupted cache layer,,servicenow,0.87,infra-team
INC598,SNOW604,related_change,,Automated certificate rotation implementation in progress,servicenow,,search-team
INC598,JIRA-561,similar_incident,Rolled back to previous 12 version to restore functionality,,jira,0.94,api-team
INC599,JIRA-562,similar_incident,Implemented 13 for automatic failover. Configured 32-node cluster with quorum of 10. Tested failover scenarios successfully.,,jira,0.8,dba-team
INC599,JIRA-563,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.7,devops-team
INC599,SNOW605,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.91,observability-team
INC600,JIRA-564,similar_incident,Rolled back to previous 7 version to restore functionality,,jira,0.68,observability-team
INC600,JIRA-565,related_change,,CDN configuration update for cache TTL,jira,,ops-team
INC600,JIRA-566,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 10 minutes.,,jira,0.83,api-team
INC601,SNOW606,similar_incident,Implemented 19 for automatic failover. Configured 50-node cluster with quorum of 4. Tested failover scenarios successfully.,,servicenow,0.84,security-team
INC601,JIRA-567,similar_incident,Restarted 20 pods and cleared corrupted cache layer,,jira,0.88,security-team
INC602,SNOW607,similar_incident,Rolled back to previous 7 version to restore functionality,,servicenow,0.91,identity-team
